"start","variable","value"
2020-11-08,"anxiety",0.209854581599204
2020-11-15,"anxiety",0.0261917724218838
2020-11-22,"anxiety",0.0208722834386535
2020-11-29,"anxiety",0.0878424433512526
2020-12-06,"anxiety",0.109373995185836
2020-12-13,"anxiety",0.238300701425337
2020-12-20,"anxiety",0.0734978313061232
2020-12-27,"anxiety",-0.0320758949359551
2021-01-03,"anxiety",0.0832820047243612
2021-01-10,"anxiety",0.167343027044461
2021-01-17,"anxiety",0.192766964728416
2021-01-24,"anxiety",0.10806679880502
2020-01-02,"anxiety",-0.001551032401668
2020-01-09,"anxiety",-0.0981956260277995
2020-01-16,"anxiety",0.013997407962132
2020-01-23,"anxiety",-0.0924645380658599
2020-01-30,"anxiety",0.0142056007333947
2020-02-06,"anxiety",0.0496253200023165
2020-02-13,"anxiety",-0.0275671083068805
2020-02-20,"anxiety",0.0822873550683457
2020-02-27,"anxiety",0.329097638924245
2020-03-05,"anxiety",0.115374742611185
2020-03-12,"anxiety",0.359606144016827
2020-03-19,"anxiety",0.133372372928691
2020-03-26,"anxiety",0.0178298720359158
2020-04-02,"anxiety",0.215080725973424
2020-04-09,"anxiety",0.00902861884156073
2020-04-16,"anxiety",0.0585281084386806
2020-04-23,"anxiety",-0.114407316676249
2020-04-30,"anxiety",0.0137323009803188
2020-05-07,"anxiety",0.0615373462026173
2020-05-14,"anxiety",0.0579890209760362
2020-05-21,"anxiety",-0.0398487253281488
2020-05-28,"anxiety",-0.0854006444633095
2020-06-04,"anxiety",0.0950198985720803
2020-06-11,"anxiety",-0.055067852251383
2020-06-18,"anxiety",0.0359254195248934
2020-06-25,"anxiety",-0.0413443171281123
2020-07-02,"anxiety",0.367365267911329
2020-07-09,"anxiety",-0.0159972237373559
2020-07-16,"anxiety",0.0865438581372269
2020-07-23,"anxiety",-0.0806868272749219
2020-07-30,"anxiety",0.0672038938496523
2020-08-06,"anxiety",-0.00457417778537922
2020-08-13,"anxiety",0.0626907464042033
2020-08-20,"anxiety",0.0284375508389828
2020-08-27,"anxiety",0.133601707080429
2020-09-03,"anxiety",0.074567973664686
2020-09-10,"anxiety",0.246441842818571
2020-09-17,"anxiety",0.123690866182024
2020-09-24,"anxiety",0.145479152970539
2020-10-01,"anxiety",0.00157433976586814
2020-10-08,"anxiety",0.110518530031696
2020-10-15,"anxiety",0.283400369847204
2020-10-22,"anxiety",0.194040200932639
2020-10-29,"anxiety",0.330591085524401
2020-11-05,"anxiety",0.170379658040175
2020-11-12,"anxiety",0.100740139412677
2020-11-19,"anxiety",0.0766349776961373
2020-11-26,"anxiety",0.08168263184188
2020-12-03,"anxiety",-0.0387077259779729
2020-12-10,"anxiety",0.131593829812731
2020-12-17,"anxiety",0.0364844123046931
2020-12-24,"anxiety",-0.163917861238817
2020-12-31,"anxiety",-0.0199120191767992
2021-01-07,"anxiety",0.145941151499606
2021-01-14,"anxiety",0.0796103003571857
2021-01-21,"anxiety",-0.0109448065520096
2020-01-07,"anxiety",-0.228493500251222
2020-01-14,"anxiety",-0.0786019771885736
2020-01-21,"anxiety",-0.0288897206814565
2020-01-28,"anxiety",0.00922446994558583
2020-02-04,"anxiety",-0.0185298069543951
2020-02-11,"anxiety",-0.042369806695351
2020-02-18,"anxiety",0.00250978976271925
2020-02-25,"anxiety",0.348831450342006
2020-03-03,"anxiety",0.113123041773703
2020-03-10,"anxiety",0.248262225139782
2020-03-17,"anxiety",0.089098406007534
2020-03-24,"anxiety",0.0942883104085703
2020-03-31,"anxiety",0.110391797660313
2020-04-07,"anxiety",0.0151663709184522
2020-04-14,"anxiety",0.0758655264991896
2020-04-21,"anxiety",0.0156359091651258
2020-04-28,"anxiety",0.322793063576552
2020-05-05,"anxiety",0.0258190184067591
2020-05-12,"anxiety",-0.00981799296743525
2020-05-19,"anxiety",0.00309420648551045
2020-05-26,"anxiety",-0.0259769833479732
2020-06-02,"anxiety",0.100664379692871
2020-06-09,"anxiety",-0.109289162545729
2020-06-16,"anxiety",0.100972454896228
2020-06-23,"anxiety",-0.0461255897634443
2020-06-30,"anxiety",0.0631286415365244
2020-07-07,"anxiety",-0.0515073419186927
2020-07-14,"anxiety",0.0776463051949405
2020-07-21,"anxiety",-0.119598400082008
2020-07-28,"anxiety",0.0776037119257884
2020-08-04,"anxiety",0.00155335516986455
2020-08-11,"anxiety",-0.00311758492575613
2020-08-18,"anxiety",-0.0953623494632911
2020-08-25,"anxiety",0.107978511771315
2020-09-01,"anxiety",0.0247163955283532
2020-09-08,"anxiety",0.0613096971142257
2020-09-15,"anxiety",0.202172733893309
2020-09-22,"anxiety",0.110615659104548
2020-09-29,"anxiety",0.124063950168416
2020-10-06,"anxiety",0.21350454491837
2020-10-13,"anxiety",0.0848243854444655
2020-10-20,"anxiety",0.145477609485945
2020-10-27,"anxiety",0.0981736068035493
2020-11-03,"anxiety",0.697500902599127
2020-11-10,"anxiety",0.094292599406129
2020-11-17,"anxiety",-0.00575812192442812
2020-11-24,"anxiety",0.0195825785558038
2020-12-01,"anxiety",0.0945608493154049
2020-12-08,"anxiety",0.11925646294378
2020-12-15,"anxiety",0.062623581830821
2020-12-22,"anxiety",0.112897558014245
2020-12-29,"anxiety",0.102586625786933
2021-01-05,"anxiety",0.11980444582284
2021-01-12,"anxiety",0.068626477509281
2021-01-19,"anxiety",0.183174187738222
2021-01-26,"anxiety",0.0656698513649934
2020-01-01,"anxiety",-0.227129614797904
2020-01-08,"anxiety",-0.0972540763290027
2020-01-15,"anxiety",0.0640928507547693
2020-01-22,"anxiety",-0.0354974571021304
2020-01-29,"anxiety",-0.070897035495751
2020-02-05,"anxiety",-0.108735801256811
2020-02-12,"anxiety",-0.138935236113005
2020-02-19,"anxiety",-0.03213757176771
2020-02-26,"anxiety",0.427433917700268
2020-03-04,"anxiety",0.101903635262857
2020-03-11,"anxiety",0.202565030733326
2020-03-18,"anxiety",0.162713701377842
2020-03-25,"anxiety",0.0864310059437174
2020-04-01,"anxiety",0.0662666341287571
2020-04-08,"anxiety",-0.0707198121218399
2020-04-15,"anxiety",-0.0504990068216876
2020-04-22,"anxiety",0.0168336686234325
2020-04-29,"anxiety",0.138727889628139
2020-05-06,"anxiety",0.11912353279685
2020-05-13,"anxiety",0.0346724619120917
2020-05-20,"anxiety",0.0690321952357794
2020-05-27,"anxiety",-0.0171436560912918
2020-06-03,"anxiety",-0.0464804992129835
2020-06-10,"anxiety",-0.0436080375177026
2020-06-17,"anxiety",-0.00701043920466143
2020-06-24,"anxiety",-0.0429405003277459
2020-07-01,"anxiety",-0.103548165917544
2020-07-08,"anxiety",-0.0383627816639467
2020-07-15,"anxiety",0.0266906563449588
2020-07-22,"anxiety",-0.164078618895022
2020-07-29,"anxiety",-0.002338275322699
2020-08-05,"anxiety",-0.0522761435734815
2020-08-12,"anxiety",0.0587356562360766
2020-08-19,"anxiety",0.0314944390688768
2020-08-26,"anxiety",0.109354614973418
2020-09-02,"anxiety",0.060952561995335
2020-09-09,"anxiety",0.188589715147954
2020-09-16,"anxiety",0.104332819099197
2020-09-23,"anxiety",0.144808966351034
2020-09-30,"anxiety",0.0466510215110884
2020-10-07,"anxiety",0.147220646939203
2020-10-14,"anxiety",0.126863317242127
2020-10-21,"anxiety",-0.00419872981289947
2020-10-28,"anxiety",0.193140807705952
2020-11-04,"anxiety",0.157549830130255
2020-11-11,"anxiety",0.191600486090416
2020-11-18,"anxiety",0.165140541571183
2020-11-25,"anxiety",0.060376418784008
2020-12-02,"anxiety",-0.0978687068696941
2020-12-09,"anxiety",0.0660057522399349
2020-12-16,"anxiety",0.0655559423032845
2020-12-23,"anxiety",-0.00410053410508132
2020-12-30,"anxiety",0.057983622443811
2021-01-06,"anxiety",0.104927409126013
2021-01-13,"anxiety",0.137868613368044
2021-01-20,"anxiety",0.0553290125842242
2020-01-03,"posemo",0.0441671630480697
2020-01-10,"posemo",-0.0145406107871926
2020-01-17,"posemo",0.00434031612076996
2020-01-24,"posemo",0.0114955689431951
2020-01-31,"posemo",0.0233201848060968
2020-02-07,"posemo",0.0201768357444692
2020-02-14,"posemo",0.0444649664769769
2020-02-21,"posemo",0.0221036094518153
2020-02-28,"posemo",0.00538667567269068
2020-03-06,"posemo",0.0519201309909141
2020-03-13,"posemo",-0.00316521904928221
2020-03-20,"posemo",0.0502989328422977
2020-03-27,"posemo",0.0200591883928694
2020-04-03,"posemo",0.0436125869602258
2020-04-10,"posemo",0.0408757297735548
2020-04-17,"posemo",0.0361736060718665
2020-04-24,"posemo",0.0508397425778204
2020-05-01,"posemo",0.0462213200210042
2020-05-08,"posemo",0.0349222346833561
2020-05-15,"posemo",0.0393335517170336
2020-05-22,"posemo",0.000157612865039923
2020-05-29,"posemo",0.0288223454756014
2020-06-05,"posemo",0.0151756840555544
2020-06-12,"posemo",0.0111972730945875
2020-06-19,"posemo",0.0130709190605222
2020-06-26,"posemo",-0.0119334115508171
2020-07-03,"posemo",0.0165230759925201
2020-07-10,"posemo",-0.00989695821823709
2020-07-17,"posemo",0.0226774723196219
2020-07-24,"posemo",0.0161076419927404
2020-07-31,"posemo",0.01740814086011
2020-08-07,"posemo",0.00513869003754622
2020-08-14,"posemo",0.000515300601890517
2020-08-21,"posemo",0.0100631874882396
2020-08-28,"posemo",0.047824861677657
2020-09-04,"posemo",-0.00637885492958788
2020-09-11,"posemo",0.0127799089473211
2020-09-18,"posemo",0.0177033873767947
2020-09-25,"posemo",0.0168800267598814
2020-10-02,"posemo",0.0357869609223184
2020-10-09,"posemo",0.027589216324955
2020-10-16,"posemo",0.0250220913838095
2020-10-23,"posemo",0.0188084916683233
2020-10-30,"posemo",0.0401223822865412
2020-11-06,"posemo",0.00412766346750789
2020-11-13,"posemo",0.0350968843833522
2020-11-20,"posemo",0.0287710860200704
2020-11-27,"posemo",0.0676346428741272
2020-12-04,"posemo",0.0481315090054231
2020-12-11,"posemo",0.0524330870174306
2020-12-18,"posemo",0.018482047584619
2020-12-25,"posemo",0.03797289468115
2021-01-01,"posemo",0.102366196965369
2021-01-08,"posemo",0.0307211960183861
2021-01-15,"posemo",0.0354724374560661
2021-01-22,"posemo",0.0246285513095672
2020-01-06,"posemo",0.0136303846725081
2020-01-13,"posemo",0.00275239243742041
2020-01-20,"posemo",0.0100740014865058
2020-01-27,"posemo",-0.0274199781916622
2020-02-03,"posemo",0.0012556394056625
2020-02-10,"posemo",-0.0751592161166205
2020-02-17,"posemo",-0.0171104220731041
2020-02-24,"posemo",-0.0324631713078963
2020-03-02,"posemo",0.0182611884481399
2020-03-09,"posemo",-0.0120606651268178
2020-03-16,"posemo",0.0211388643275006
2020-03-23,"posemo",0.0363743062790904
2020-03-30,"posemo",0.0158535145597353
2020-04-06,"posemo",0.0322638027473635
2020-04-13,"posemo",0.0402679867638264
2020-04-20,"posemo",0.00278574326454342
2020-04-27,"posemo",0.0490835886117105
2020-05-04,"posemo",0.0273963215775063
2020-05-11,"posemo",0.0350440206435852
2020-05-18,"posemo",0.0202626193234567
2020-05-25,"posemo",0.0291757680682399
2020-06-01,"posemo",0.0101802337357246
2020-06-08,"posemo",0.00190528603821753
2020-06-15,"posemo",0.0211575336750015
2020-06-22,"posemo",0.018381857499337
2020-06-29,"posemo",0.00768441025540159
2020-07-06,"posemo",0.0764965806152661
2020-07-13,"posemo",0.0622105176275215
2020-07-20,"posemo",0.0658683086699392
2020-07-27,"posemo",0.0090601464786113
2020-08-03,"posemo",0.0243795347076217
2020-08-10,"posemo",0.024675391898221
2020-08-17,"posemo",0.0260785834553166
2020-08-24,"posemo",0.0637340608574856
2020-08-31,"posemo",0.028479889109037
2020-09-07,"posemo",0.0219850941268751
2020-09-14,"posemo",0.0412134158347134
2020-09-21,"posemo",0.0143316760917556
2020-09-28,"posemo",0.0448737556149564
2020-10-05,"posemo",0.0207558692007862
2020-10-12,"posemo",0.0248260931859681
2020-10-19,"posemo",0.0177683748511338
2020-10-26,"posemo",0.0300463408310162
2020-11-02,"posemo",0.0223878364476136
2020-11-09,"posemo",0.0311955116552886
2020-11-16,"posemo",0.0461251036491466
2020-11-23,"posemo",0.058798528306576
2020-11-30,"posemo",0.035683639712958
2020-12-07,"posemo",0.0763408599596112
2020-12-14,"posemo",0.0419199743140173
2020-12-21,"posemo",0.0224010314934185
2020-12-28,"posemo",0.0180428235735824
2021-01-04,"posemo",0.0257285772360507
2021-01-11,"posemo",0.0274851938707407
2021-01-18,"posemo",0.020894193044872
2021-01-25,"posemo",0.0301610520784515
2020-01-04,"posemo",0.03384375479387
2020-01-11,"posemo",-0.0140760417715644
2020-01-18,"posemo",0.00272947833782468
2020-01-25,"posemo",-0.0153412073618044
2020-02-01,"posemo",0.0107621828284413
2020-02-08,"posemo",-0.025136514773257
2020-02-15,"posemo",0.00631712728516145
2020-02-22,"posemo",0.00214430475399428
2020-02-29,"posemo",0.0459569670699665
2020-03-07,"posemo",0.0450252541137413
2020-03-14,"posemo",0.0296370856614232
2020-03-21,"posemo",0.0676684493808901
2020-03-28,"posemo",0.0206316219904657
2020-04-04,"posemo",0.058896429078911
2020-04-11,"posemo",0.056038452163489
2020-04-18,"posemo",0.045917551816859
2020-04-25,"posemo",0.055848567567479
2020-05-02,"posemo",0.0568277615585507
2020-05-09,"posemo",0.0353034128862988
2020-05-16,"posemo",0.0129288680055168
2020-05-23,"posemo",0.0129374292874956
2020-05-30,"posemo",0.0138403859034438
2020-06-06,"posemo",-0.000861880858397391
2020-06-13,"posemo",-0.00678344215125715
2020-06-20,"posemo",-0.00244716303254553
2020-06-27,"posemo",0.00640774183100598
2020-07-04,"posemo",0.03433211952015
2020-07-11,"posemo",0.0114433740325589
2020-07-18,"posemo",0.00656227797573511
2020-07-25,"posemo",0.028403416080208
2020-08-01,"posemo",0.0110797252386632
2020-08-08,"posemo",0.00516330073398064
2020-08-15,"posemo",0.0241063765104216
2020-08-22,"posemo",0.0164509038504144
2020-08-29,"posemo",0.0198964519589215
2020-09-05,"posemo",0.0194096504860072
2020-09-12,"posemo",0.0400957501174614
2020-09-19,"posemo",0.0102912254405523
2020-09-26,"posemo",0.0487266403058531
2020-10-03,"posemo",0.00940804546236572
2020-10-10,"posemo",0.0400718749688181
2020-10-17,"posemo",0.049496686150613
2020-10-24,"posemo",0.0433800624828399
2020-10-31,"posemo",0.00376680712721656
2020-11-07,"posemo",0.069643242015754
2020-11-14,"posemo",0.00137807266900712
2020-11-21,"posemo",0.054295699858635
2020-11-28,"posemo",0.0603851567087923
2020-12-05,"posemo",0.074891147235568
2020-12-12,"posemo",0.0637206372054653
2020-12-19,"posemo",0.0412764945845696
2020-12-26,"posemo",-0.000257234296103973
2021-01-02,"posemo",0.0463052914827431
2021-01-09,"posemo",0.0238646881130082
2021-01-16,"posemo",0.0270869273064687
2021-01-23,"posemo",0.0416121308290041
2020-01-05,"posemo",0.0107851611964647
2020-01-12,"posemo",0.00303368338263925
2020-01-19,"posemo",-0.0203587717219819
2020-01-26,"posemo",0.0104747458486646
2020-02-02,"posemo",0.00356764969370652
2020-02-09,"posemo",-0.0310202513109157
2020-02-16,"posemo",0.0239763417807648
2020-02-23,"posemo",-0.0511684752609614
2020-03-01,"posemo",0.0381872744733648
2020-03-08,"posemo",-0.00307808856533846
2020-03-15,"posemo",0.047152809897522
2020-03-22,"posemo",0.0332968345265909
2020-03-29,"posemo",0.030150574697642
2020-04-05,"posemo",0.0368365166813704
2020-04-12,"posemo",0.0974798720928711
2020-04-19,"posemo",0.027282032194026
2020-04-26,"posemo",0.0513066233795281
2020-05-03,"posemo",0.0384683264256849
2020-05-10,"posemo",0.0379174031743162
2020-05-17,"posemo",0.000402294292638393
2020-05-24,"posemo",0.0178865065533463
2020-05-31,"posemo",0.0238493749480393
2020-06-07,"posemo",-0.0115504178764896
2020-06-14,"posemo",0.0190130336203754
2020-06-21,"posemo",0.0292689058635909
2020-06-28,"posemo",-0.0227136710060256
2020-07-05,"posemo",-0.00840450304723612
2020-07-12,"posemo",0.026003709870863
2020-07-19,"posemo",0.0318139415455847
2020-07-26,"posemo",-0.00280796095330441
2020-08-02,"posemo",0.00118537481625564
2020-08-09,"posemo",-0.0115968412829576
2020-08-16,"posemo",0.00354608560328706
2020-08-23,"posemo",0.012106430000752
2020-08-30,"posemo",0.0302714961546406
2020-09-06,"posemo",0.0123885954405642
2020-09-13,"posemo",0.0305051568296925
2020-09-20,"posemo",0.00812663345037331
2020-09-27,"posemo",0.0179762810199972
2020-10-04,"posemo",0.0357068452550098
2020-10-11,"posemo",-0.00949969411782011
2020-10-18,"posemo",0.045066961813501
2020-10-25,"posemo",0.0356602417518527
2020-11-01,"posemo",0.052273816299103
2020-11-08,"posemo",0.036045876260659
2020-11-15,"posemo",0.0520291502125392
2020-11-22,"posemo",0.036820247763577
2020-11-29,"posemo",0.0666961058090776
2020-12-06,"posemo",0.0652472962849067
2020-12-13,"posemo",0.0453007271721988
2020-12-20,"posemo",0.0254765327857149
2020-12-27,"posemo",-0.00301775268771197
2021-01-03,"posemo",0.0320140839420514
2021-01-10,"posemo",0.0152166012104263
2021-01-17,"posemo",0.0149810547013054
2021-01-24,"posemo",0.00564746099333035
2020-01-02,"posemo",0.0557952851278256
2020-01-09,"posemo",0.0311929697041733
2020-01-16,"posemo",0.00798706594006159
2020-01-23,"posemo",0.0178289756082191
2020-01-30,"posemo",0.0610680210819942
2020-02-06,"posemo",0.0302093536966413
2020-02-13,"posemo",0.0195808307632622
2020-02-20,"posemo",0.0178509816808948
2020-02-27,"posemo",-0.00340338048350257
2020-03-05,"posemo",0.0222819591632944
2020-03-12,"posemo",0.0388667012633916
2020-03-19,"posemo",0.0574059746258653
2020-03-26,"posemo",0.0509121609383421
2020-04-02,"posemo",0.0425245193178007
2020-04-09,"posemo",0.03339554081363
2020-04-16,"posemo",0.0435194166172844
2020-04-23,"posemo",0.0705465750426846
2020-04-30,"posemo",0.0055519121554766
2020-05-07,"posemo",0.0358371933293593
2020-05-14,"posemo",0.024683438927381
2020-05-21,"posemo",0.0140204301651963
2020-05-28,"posemo",0.0236760102606587
2020-06-04,"posemo",-0.000822114437513873
2020-06-11,"posemo",-0.00467268982087409
2020-06-18,"posemo",0.0322734557049782
2020-06-25,"posemo",0.000829403043874819
2020-07-02,"posemo",0.0480571180553631
2020-07-09,"posemo",0.0219525863140143
2020-07-16,"posemo",0.00665066051551094
2020-07-23,"posemo",0.0213632572009377
2020-07-30,"posemo",0.0331267441255984
2020-08-06,"posemo",0.0357784244005539
2020-08-13,"posemo",-0.00523202709628086
2020-08-20,"posemo",0.0313737981668524
2020-08-27,"posemo",0.0339758682060266
2020-09-03,"posemo",0.0272811706484301
2020-09-10,"posemo",0.0263402961923988
2020-09-17,"posemo",0.00568101113219881
2020-09-24,"posemo",0.0404020839492936
2020-10-01,"posemo",0.0523620823116202
2020-10-08,"posemo",0.0495050025728523
2020-10-15,"posemo",0.0232484215509469
2020-10-22,"posemo",0.014512319704004
2020-10-29,"posemo",0.0120727006753195
2020-11-05,"posemo",0.0130214639670118
2020-11-12,"posemo",0.0534699152868247
2020-11-19,"posemo",0.0408118861261495
2020-11-26,"posemo",0.0381051010561068
2020-12-03,"posemo",0.0343684509899865
2020-12-10,"posemo",0.0596014513637615
2020-12-17,"posemo",0.0261955417199865
2020-12-24,"posemo",0.221862436775118
2020-12-31,"posemo",0.159152919241313
2021-01-07,"posemo",0.018032563489224
2021-01-14,"posemo",0.0228006943479396
2021-01-21,"posemo",0.0197808920630206
2020-01-07,"posemo",0.0048023443556286
2020-01-14,"posemo",-0.00493022700299359
2020-01-21,"posemo",0.0109374735378977
2020-01-28,"posemo",-0.0157668361916163
2020-02-04,"posemo",-0.0445965146016705
2020-02-11,"posemo",0.00131534995253038
2020-02-18,"posemo",0.0150350107607611
2020-02-25,"posemo",-0.0292170468224407
2020-03-03,"posemo",0.00604811918705465
2020-03-10,"posemo",-0.00811738115621905
2020-03-17,"posemo",0.0465368853910318
2020-03-24,"posemo",0.0436010431220131
2020-03-31,"posemo",0.0394532958243166
2020-04-07,"posemo",0.0278669280579447
2020-04-14,"posemo",0.024665511055406
2020-04-21,"posemo",0.0304789288916854
2020-04-28,"posemo",0.0200529051734995
2020-05-05,"posemo",0.0205972657548723
2020-05-12,"posemo",0.0322988645881095
2020-05-19,"posemo",0.0238612650462804
2020-05-26,"posemo",0.0216096100253604
2020-06-02,"posemo",0.00201134907862422
2020-06-09,"posemo",-0.00328606662079943
2020-06-16,"posemo",0.00745782641023723
2020-06-23,"posemo",0.0025983190771019
2020-06-30,"posemo",0.031689577755962
2020-07-07,"posemo",0.00622892706600743
2020-07-14,"posemo",0.0369345433900456
2020-07-21,"posemo",0.010370681442219
2020-07-28,"posemo",-0.0312172669764064
2020-08-04,"posemo",-0.00221583948949829
2020-08-11,"posemo",0.0168954341852484
2020-08-18,"posemo",0.0307705425095903
2020-08-25,"posemo",0.0190671993299006
2020-09-01,"posemo",0.033917777155619
2020-09-08,"posemo",0.0068059408453023
2020-09-15,"posemo",0.000498194266618422
2020-09-22,"posemo",0.0139903560437724
2020-09-29,"posemo",0.0352390718787797
2020-10-06,"posemo",0.0329609453780632
2020-10-13,"posemo",0.0089933013868619
2020-10-20,"posemo",0.0211021579907551
2020-10-27,"posemo",0.0507398518663119
2020-11-03,"posemo",0.0902155807255461
2020-11-10,"posemo",0.0616552658908352
2020-11-17,"posemo",0.038417850924304
2020-11-24,"posemo",0.0584390576842323
2020-12-01,"posemo",0.0466766332311402
2020-12-08,"posemo",0.0265354093887962
2020-12-15,"posemo",0.0415391089786009
2020-12-22,"posemo",0.0356749839884738
2020-12-29,"posemo",0.00851242168779317
2021-01-05,"posemo",0.00638150603437716
2021-01-12,"posemo",0.0143910141476015
2021-01-19,"posemo",0.0174422706571911
2021-01-26,"posemo",0.0325108027316974
2020-01-01,"posemo",0.0613964796974398
2020-01-08,"posemo",0.00906881314848267
2020-01-15,"posemo",0.00582923188949841
2020-01-22,"posemo",0.0321958632665105
2020-01-29,"posemo",0.0022240002864926
2020-02-05,"posemo",0.0191663766799946
2020-02-12,"posemo",0.00139299875590984
2020-02-19,"posemo",0.0173785922841998
2020-02-26,"posemo",0.0196098539405662
2020-03-04,"posemo",0.0100581188973199
2020-03-11,"posemo",0.00805275442782326
2020-03-18,"posemo",0.0527366083135979
2020-03-25,"posemo",0.0380497226793771
2020-04-01,"posemo",0.0442298634820545
2020-04-08,"posemo",0.074684218853581
2020-04-15,"posemo",0.0403268966219741
2020-04-22,"posemo",0.0457402094079055
2020-04-29,"posemo",0.0451964961953344
2020-05-06,"posemo",0.0436440961009526
2020-05-13,"posemo",0.0379222560705142
2020-05-20,"posemo",0.0467784327409226
2020-05-27,"posemo",0.0200577502605618
2020-06-03,"posemo",-0.0155493648492323
2020-06-10,"posemo",-0.00904232114798323
2020-06-17,"posemo",0.0138278296069057
2020-06-24,"posemo",0.011473565651167
2020-07-01,"posemo",-0.00840625767270538
2020-07-08,"posemo",0.0177575102535046
2020-07-15,"posemo",0.0126070749729427
2020-07-22,"posemo",0.00221867747041622
2020-07-29,"posemo",0.0310913083117902
2020-08-05,"posemo",0.0353231810243934
2020-08-12,"posemo",0.00925236448439645
2020-08-19,"posemo",0.057598288869578
2020-08-26,"posemo",0.0156172848775675
2020-09-02,"posemo",0.0370346241945724
2020-09-09,"posemo",-0.00194327045074767
2020-09-16,"posemo",0.0101721345916735
2020-09-23,"posemo",0.0170839461667303
2020-09-30,"posemo",0.036174307778356
2020-10-07,"posemo",0.0304566540611225
2020-10-14,"posemo",0.0322620187384471
2020-10-21,"posemo",0.0267132160057861
2020-10-28,"posemo",0.0541948522146227
2020-11-04,"posemo",0.050615476907362
2020-11-11,"posemo",0.0315200477902316
2020-11-18,"posemo",0.0359754466971815
2020-11-25,"posemo",0.0652412384728188
2020-12-02,"posemo",0.0386371060324199
2020-12-09,"posemo",0.0451508372995086
2020-12-16,"posemo",0.0455391182138351
2020-12-23,"posemo",0.0759946420281575
2020-12-30,"posemo",0.0530476691043955
2021-01-06,"posemo",0.0221970170300509
2021-01-13,"posemo",0.0334432066384866
2021-01-20,"posemo",0.0129281906595663
2020-01-03,"prosocial",0.026930501174223
2020-01-10,"prosocial",0.00127856464243475
2020-01-17,"prosocial",-0.0602117781310241
2020-01-24,"prosocial",0.0307032018984574
2020-01-31,"prosocial",-0.0393292747233946
2020-02-07,"prosocial",0.0438202883453842
2020-02-14,"prosocial",-0.0121315003004313
2020-02-21,"prosocial",0.0141377108861901
2020-02-28,"prosocial",0.0641464394755425
2020-03-06,"prosocial",0.101655660205797
2020-03-13,"prosocial",0.0739260317682692
2020-03-20,"prosocial",0.139201073104704
2020-03-27,"prosocial",0.0676056132713397
2020-04-03,"prosocial",0.0506083399850833
2020-04-10,"prosocial",0.0126725138043091
2020-04-17,"prosocial",0.0167364615825317
2020-04-24,"prosocial",0.0911158667912355
2020-05-01,"prosocial",0.00304552926528238
2020-05-08,"prosocial",0.0352587357990987
2020-05-15,"prosocial",-0.0197902858290207
2020-05-22,"prosocial",0.0180736345484378
